"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-05-18","93.2","-1.67","5.53","Vargas, Miguel",678246,607067,"home_run","hit_into_play",,,,,1,"Miguel Vargas homers (6) on a fly ball to left center field.","R","R","R","CHC","CWS","X",,"fly_ball",3,2,2025,"-0.61","1.25",-0.3773618257000656,3.104111900689606,,,,0,4,"Top",64.71,60.17,,,,,4.713982266779448,-135.73515151041434,-3.288963175006324,-8.614680263357643,28.40211820845619,-16.124507768942085,3.41,1.59,375,"102.1",36,"94",2164,"6.6",777872,608348,683737,663538,660644,621020,673548,691718,663656,"53.9",0.456,0.8960666666666666,"2",1,0,3,6,22,8,"4-Seam Fastball",1,0,0,1,1,1,1,1,"Standard","Standard",220,"-0.116","1.029","71.8","7.4",1.774,"-1.029","102.1",1,-1,0.616,0.384,34,25,35,26,2,1,6,1,6,1,"1.36","0.61","0.61","25.4",17.912046322866956,-10.840965201274683,31.02483673024037,34.48859677454995,38.160724159715244
"FF","2025-08-15","101","-1.17","5.6","Suwinski, Jack",669261,694037,"home_run","hit_into_play",,,,,5,"Jack Suwinski homers (3) on a fly ball to left center field.","R","L","R","CHC","PIT","X",,"fly_ball",1,1,2025,"-0.86","1.14",0.1435639405773289,2.548171833115765,,,,1,9,"Top",61.49,61.31,,,,,5.763513348089237,-146.9421151689974,-5.9638753934128435,-13.818209413983789,31.616387000207748,-14.487512422395405,3.49,1.59,376,"102",29,"102.1",2398,"6.7",776737,608348,457759,663538,807713,621020,664023,691718,673548,"53.79",0.615,1.2029701492537312,"2",1,0,3,6,65,3,"4-Seam Fastball",2,2,2,2,3,2,3,2,"Infield shade","Standard",222,"-0.379","1.593","68.6","6.5",2.361,"-1.593","102.0",0,0,0.56,0.43999999999999995,25,26,25,27,1,3,2,2,4,2,"1.08","0.86","-0.86","35.1",5.474515882276871,13.219745850316718,37.335514288351646,35.60013815193671,22.55169559660568
"FS","2025-05-30","86.8","-1.72","5.58","Fraley, Jake",641584,607067,"home_run","hit_into_play",,,,,2,"Jake Fraley homers (4) on a fly ball to right center field. Will Benson scores.","R","L","R","CHC","CIN","X",,"fly_ball",0,0,2025,"-1.28","-0.04",-0.2422526086826451,2.8521793797143253,,,666181,1,6,"Top",184.53,48.23,,,,,6.1962845366507056,-126.23749100426235,-0.22689233371583972,-14.919348512365868,26.63859490716604,-32.74649195835879,3.3,1.55,400,"101.9",28,"87.2",1645,"6.7",777712,608348,457759,663538,807713,621020,664023,691718,663656,"53.84",0.586,1.134258064516129,"2",1,0,3,6,43,1,"Split-Finger",0,4,4,0,6,0,6,0,"Standard","Standard",250,"-0.053","1.465","76.5","7.1",2.209,"-1.465","101.9",-4,4,0.082,0.918,34,30,35,30,3,2,6,24,6,1,"3.07","1.28","-1.28","29.2",9.750822620997685,-10.706275857252528,29.28953849684121,41.23681382795994,35.09792236341525
"SI","2025-08-19","95.7","-0.96","5.75","Castro, Willi",650489,694477,"home_run","hit_into_play",,,,,9,"Willi Castro homers (11) on a fly ball to right center field. Seiya Suzuki scores. Pete Crow-Armstrong scores.","R","L","R","CHC","MIL","X",,"fly_ball",0,0,2025,"-1.48","0.75",0.637491771741133,1.8717351952534156,673548,691718,,1,3,"Bot",201.79,54.65,,,,,7.510220466520111,-139.13722602743175,-6.271271725407456,-20.9447554939918,31.29139921574622,-21.171167058971267,3.65,1.68,402,"101.9",26,"95.2",2299,"6.1",776691,661388,683734,668930,702332,687401,686555,663604,686217,"54.42",0.573,1.0802641509433963,"2",1,0,3,6,26,1,"Sinker",2,0,2,0,0,5,5,0,"Strategic","Standard",213,"0.102","1.009","75.5","7.8",2.088,"-1.009","101.9",2,2,0.825,0.825,26,28,27,28,2,1,45,1,5,0,"1.74","1.48","-1.48","37.7",10.679461549778496,-10.898124088161667,42.757275662253875,27.222587438978053,35.238300970820056
"FC","2025-06-20","92.8","0.82","5.78","Garver, Mitch",641598,650893,"home_run","hit_into_play",,,,,8,"Mitch Garver homers (3) on a fly ball to center field. Cal Raleigh scores. Randy Arozarena scores.","R","R","L","CHC","SEA","X",,"fly_ball",2,2,2025,"-0.08","0.52",0.15486955763448684,2.02977893016765,,663728,668227,2,9,"Top",94.2,47.35,,,,,-1.5168942729741672,-135.10434295757491,-4.916659465719156,-0.6292774351605349,29.46189969518805,-24.95492248655874,3.61,1.63,394,"101.9",38,"92.2",2076,"5.9",777436,624512,683737,663538,807713,621020,664023,691718,663656,"54.57",0.346,0.6897222222222222,"2",1,0,3,5,74,5,"Cutter",4,6,6,4,9,4,9,4,"Infield shade","Standard",158,"-0.073","1.742","72.0","7.5",1.359,"-1.742","101.9",-2,2,0.081,0.919,28,34,29,34,1,4,1,2,7,2,"2.13","-0.08","0.08","40.6",16.81370397014015,-1.0948132214450534,29.994670663425612,36.50883884830801,33.70062809291715
"ST","2025-09-25","86.1","-3.8","5.08","Suzuki, Seiya",673548,690997,"home_run","hit_into_play",,,,,13,"Seiya Suzuki homers (29) on a fly ball to left center field. Ian Happ scores. Moisés Ballesteros scores.","R","R","R","CHC","NYM","X",,"fly_ball",0,1,2025,"1.25","-0.02",-1.052688960832088,2.2374723374467083,664023,694208,,1,6,"Bot",62.67,51.58,,,,,3.9592084254406936,-125.321378168039,-0.3836372608202899,12.200082803978255,28.50848681450788,-32.56867072378502,3.22,1.38,396,"101.9",28,"85.5",3103,"6.2",776187,620443,624413,682668,683146,596019,607043,621438,665742,"54.3",0.586,1.134258064516129,"2",1,0,3,6,51,2,"Sweeper",2,8,2,8,8,5,5,8,"Standard","Standard",64,"0.076","1.06","71.9","6.7",2.209,"-1.06","101.9",-6,-6,0.059,0.059,23,30,24,31,3,2,5,1,,1,"3.13","-1.25","-1.25","25.3",4.213903263468294,-9.501119659887049,33.35867710140031,25.543836753877066,35.1164551218649
"SI","2025-06-20","95.7","-1.8","5.64","McGuire, Reese",624512,669923,"home_run","hit_into_play",,,,,2,"Reese McGuire homers (3) on a fly ball to right center field.","R","L","R","CHC","SEA","X",,"fly_ball",3,2,2025,"-1.32","0.56",-0.09443885106869199,3.0843914678900406,,,,0,5,"Bot",181.01,47.07,,,,,7.540335027249537,-139.202419718399,-2.3750093009581406,-18.825898054714198,32.57074001997571,-24.55776253497828,3.32,1.64,399,"101.8",28,"96.3",2180,"6.7",777436,663728,456781,702284,810938,641487,668227,677594,664238,"53.75",0.586,1.134258064516129,"2",1,0,3,6,37,9,"Sinker",3,2,3,2,2,4,4,2,"Infield shade","Standard",223,"0.099","1.029","69.0","7.9",2.209,"-1.029","101.8",1,1,0.713,0.713,27,30,27,30,2,1,6,5,5,2,"1.94","1.32","-1.32","28.3",16.912581379003885,-7.4491711907499605,23.388992310904225,38.99628586616886,33.23093078955068
"FF","2025-09-23","93.1","0.04","6.09","Alvarez, Francisco",682626,573204,"home_run","hit_into_play",,,,,7,"Francisco Alvarez homers (10) on a fly ball to center field. Luisangel Acuña scores.","R","R","L","CHC","NYM","X",,"fly_ball",3,1,2025,"0.4","1.59",-0.28298908980066395,1.9403108008598262,,682668,,2,8,"Top",98.5,38.29,,,,,-1.6983670273224847,-135.30290625913312,-8.295093395004447,5.2294250359350425,31.58452555803381,-11.063481960973817,3.33,1.51,403,"101.8",28,"92.7",2363,"6.3",776209,608348,683737,663538,807713,621020,664023,691718,673548,"54.23",0.586,1.134258064516129,"2",1,0,3,6,72,5,"4-Seam Fastball",7,7,7,7,9,7,9,7,"Standard","Standard",163,"-0.363","1.554","77.8","7.6",2.209,"-1.554","101.8",0,0,0.523,0.477,38,23,38,24,1,3,7,2,3,1,"1.06","0.4","-0.4","53.6",7.215409615203172,-8.903061494483683,31.569807600384905,35.4079485706677,30.44277663910998
"FF","2025-09-07","100.6","-0.84","5.73","Hassell III, Robert",690987,694037,"home_run","hit_into_play",,,,,8,"Robert Hassell III homers (3) on a fly ball to left center field.","R","L","R","CHC","WSH","X",,"fly_ball",1,2,2025,"-1.07","1.3",0.07476982037393132,1.963008220337486,,,,0,9,"Top",84.64,52.98,,,,,5.089601276255145,-146.233011178206,-8.21359443548694,-16.534915080891736,34.36213227751683,-11.757066720079445,3.38,1.62,376,"101.8",23,"101.1",2404,"6.6",776420,608348,467793,663538,807713,621020,664023,682634,673548,"53.89",0.499,0.8629354838709676,"2",1,0,3,6,62,4,"4-Seam Fastball",3,1,1,3,2,3,2,3,"Standard","Standard",215,"-0.101","1.184","70.9","7.3",1.623,"-1.184","101.8",2,-2,0.936,0.06399999999999995,25,23,25,24,1,2,1,2,17,1,"0.96","1.07","-1.07","37.7",9.08704052063431,1.4918918952535734,39.9826699420419,36.008465567586626,34.9053703330505
"FF","2025-09-02","94.4","0.34","6.25","Tucker, Kyle",663656,666214,"home_run","hit_into_play",,,,,2,"Kyle Tucker homers (22) on a fly ball to left center field. Kevin Alcántara scores. Nico Hoerner scores.","R","L","L","CHC","ATL","X",,"fly_ball",2,2,2025,"0.47","1.5",-0.0058661610939037545,2.976790314690149,,682634,663538,1,3,"Bot",61,63,,,,,-1.9770075432250886,-137.3747368454201,-6.2311928055120545,6.377089115489282,31.746930908741067,-12.041158501629042,3.48,1.59,381,"101.7",29,"95.6",2380,"7.1",776487,669221,621566,645277,805373,673490,642201,671739,660670,"53.41",0.615,1.2029701492537312,"2",1,0,3,6,21,6,"4-Seam Fastball",0,0,0,0,0,3,3,0,"Standard","Standard",153,"0.236","1.225","72.9","6.5",2.361,"-1.225","101.7",0,0,0.592,0.592,27,28,28,28,2,1,6,1,5,24,"1.07","0.47","0.47","49.2",1.3825826812774216,5.542712301366389,33.07257754759994,38.04038022404016,20.878200311968392
"SI","2025-07-19","96.1","-1.75","5.41","Busch, Michael",683737,678394,"home_run","hit_into_play",,,,,5,"Michael Busch homers (20) on a fly ball to left center field.","R","L","R","CHC","BOS","X",,"fly_ball",0,0,2025,"-1.52","0.43",-0.24815771253536512,2.2391535424816533,,,,0,1,"Bot",67.7,57.43,,,,,7.426946865170925,-139.70298835454014,-3.7696955119307343,-21.639306777726325,31.514261747431302,-25.92488273142944,3.28,1.53,377,"101.6",34,"96",2181,"6.3",777096,657136,647351,663853,608324,596115,608701,678882,701350,"54.24",0.522,1.0321794871794874,"2",1,0,3,6,5,1,"Sinker",0,0,0,0,0,1,1,0,"Standard","Standard",227,"0.097","1.114","73.1","7.0",2.044,"-1.114","101.6",0,0,0.548,0.548,26,27,26,28,1,0,6,1,6,1,"2.05","1.52","-1.52","31.2",13.605755377531645,2.7626878957574648,38.31387015426396,38.42635145121958,29.377368855047976
"SI","2025-09-03","91.8","1.78","5.7","Albies, Ozzie",645277,573124,"home_run","hit_into_play",,,,,1,"Ozzie Albies homers (15) on a fly ball to left field.","R","R","L","CHC","ATL","X",,"fly_ball",2,2,2025,"1.44","1.12",-0.2927192058404784,3.286800130846658,,,,1,8,"Top",23.77,88.94,,,,,-8.262879975134638,-133.33626960851063,-2.567119011602462,19.034422468116702,32.112718770301974,-18.52328244125341,3.2,1.53,369,"101.6",31,"90.3",2058,"5.7",776473,624512,683737,663538,807713,621020,664023,650489,673548,"54.77",0.561,1.1097192982456143,"2",1,0,3,6,54,5,"Sinker",1,4,4,1,5,1,5,1,"Standard","Standard",129,"-0.039","1.609","66.8","7.1",2.19,"-1.609","101.6",-3,3,0.079,0.921,34,28,35,28,1,3,2,1,2,2,"1.62","1.44","-1.44","29.9",16.118641267353876,-19.258230375956757,28.203607811434868,25.767248778476414,43.56803051674996
"SL","2025-09-13","87.8","1.13","5.13","Busch, Michael",683737,664076,"home_run","hit_into_play",,,,,4,"Michael Busch homers (27) on a fly ball to center field.","R","L","L","CHC","TB","X",,"fly_ball",0,0,2025,"-0.47","-0.16",-0.36297483962112964,2.347545520572431,,,,2,7,"Bot",98.13,44.84,,,,,-2.6378431956181467,-128.0063927058167,-0.36821043124175135,-4.664957265960759,24.055488172185626,-34.074737742711676,3.25,1.51,388,"101.5",37,"87.9",2635,"6.1",776338,663743,656484,664040,691406,700246,802415,663968,666139,"54.43",0.34,0.67435,"2",1,0,3,5,59,1,"Slider",3,3,3,3,3,4,4,3,"Standard","Standard",263,"0.234","2.596","69.9","7.0",1.339,"-2.596","101.5",0,0,0.521,0.521,31,27,31,28,1,3,1,1,2,1,"3.08","-0.47","-0.47","29.1",11.936559462963919,6.6333801385465545,31.97534412330759,41.36873247640847,32.934087725084886
"SI","2025-09-26","95.3","-1.78","4.91","Suzuki, Seiya",673548,688297,"home_run","hit_into_play",,,,,6,"Seiya Suzuki hits a grand slam (30) to left center field. Nico Hoerner scores. Ian Happ scores. Kyle Tucker scores.","R","R","R","CHC","STL","X",,"fly_ball",2,1,2025,"-1.51","0.63",0.4054400381168719,2.1826847087657035,663538,664023,663656,1,7,"Bot",66.59,52.13,,,,,9.236683101059938,-138.46828102327538,-2.932266197331037,-21.543622266981632,32.290132936830936,-23.581709826557983,3.22,1.39,392,"101.4",25,"96",1984,"6.9",776167,686780,676475,669357,571448,695336,663457,687363,691023,"53.6",0.506,0.917657894736842,"2",1,0,3,6,60,4,"Sinker",7,1,7,1,1,11,11,1,"Standard","Standard",261,"0.003","0.899","82.0","7.7",1.757,"-0.899","101.4",6,6,0.996,0.996,28,30,28,31,1,3,3,1,,1,"1.89","1.51","1.51","15.4",9.22074744839105,-7.795986561174892,31.5674710053881,42.364442800350545,39.8474326414505
"FF","2025-09-27","91","-2.06","5.83","Busch, Michael",683737,700241,"home_run","hit_into_play",,,,,1,"Michael Busch homers (34) on a fly ball to left center field. Matt Shaw scores.","R","L","R","CHC","STL","X",,"fly_ball",0,0,2025,"-0.53","1.15",-0.4017170272359982,2.8153700509238453,,,807713,1,5,"Bot",78.95,47.74,,,,,5.313448275221317,-132.48721096083656,-4.162565496146467,-7.33778834619896,27.553341453263968,-17.91333008201498,3.31,1.6,392,"101.4",31,"91.6",2208,"6.6",776164,699625,676475,669357,571448,695336,663457,687363,691023,"53.93",0.528,1.0415897435897434,"2",1,0,3,6,38,1,"4-Seam Fastball",1,1,1,1,1,3,3,1,"Infield shade","Standard",227,"0.228","1.465","69.9","6.7",2.055,"-1.465","101.4",0,0,0.569,0.569,24,27,25,28,3,2,5,1,,1,"1.59","0.53","-0.53","32.7",12.477729519388935,11.4092085388664,33.46876843300824,42.023777708051064,26.97214731831739
"ST","2025-05-14","81.5","-1.07","6.12","Ramírez, Agustín",682663,592791,"home_run","hit_into_play",,,,,4,"Agustín Ramírez homers (5) on a fly ball to left center field.","R","R","R","CHC","MIA","X",,"fly_ball",1,2,2025,"1.52","-0.05",-0.2822865253585791,2.2772799065946785,,,,1,4,"Top",65.48,60,,,,,-1.1747458678118874,-118.75520981057609,-1.9567480390551495,14.610749506248677,23.293725693159992,-32.43424215051502,3.22,1.53,375,"101.4",31,"82.2",2791,"6.8",777921,665804,457759,663538,542932,621020,673548,691718,663656,"53.74",0.528,1.0415897435897434,"2",1,0,3,6,23,4,"Sweeper",0,1,1,0,2,0,2,0,"Standard","Standard",59,"-0.116","1.657","75.0","7.9",2.055,"-1.657","101.4",-1,1,0.405,0.595,33,23,34,24,2,1,5,1,6,2,"3.47","-1.52","-1.52","47.5",14.212750715239405,-14.022856054406406,25.699132988057407,37.078053845545696,32.32449754120354
"CU","2025-08-19","74","2.61","5.66","Yelich, Christian",592885,571510,"home_run","hit_into_play",,,,,6,"Christian Yelich homers (26) on a fly ball to right field.","R","L","L","CHC","MIL","X",,"fly_ball",1,2,2025,"-0.91","-0.74",0.3410352097883329,2.540605854607704,,,,0,4,"Top",228.35,79.53,,,,,-3.0321734325026672,-107.77341841374263,2.1509188266675503,-6.578850137364873,18.21685738141496,-38.51442586470855,3.43,1.76,387,"101.4",33,"73.9",2409,"6.1",776691,624512,683737,650489,807713,621020,664023,691718,683357,"54.4",0.47,0.9344062500000002,"2",1,0,3,6,29,4,"Curveball",5,0,0,5,1,5,1,5,"Infield shade","Standard",306,"-0.049","1.184","76.3","8.0",1.842,"-1.184","101.4",5,-5,0.925,0.07499999999999996,34,33,34,34,2,1,5,1,7,0,"4.88","-0.91","-0.91","29.4",17.63599778408325,-16.211792109726748,31.793389248241567,36.44457074481725,43.262816354865194
"FS","2025-06-22","81.2","-0.96","5.43","Suzuki, Seiya",673548,669302,"home_run","hit_into_play",,,,,4,"Seiya Suzuki homers (20) on a fly ball to left field. Kyle Tucker scores.","R","R","R","CHC","SEA","X",,"fly_ball",1,1,2025,"-0.66","0.27",-0.5472138683671389,2.0499823652518865,,,663656,2,5,"Bot",28.56,69.9,,,,,2.22490115396841,-118.30230691421745,-1.4516084488633252,-6.583713873087618,23.561766160081774,-29.61168474348753,3.13,1.38,398,"101.3",34,"82.4",693,"7.1",777403,641598,456781,593871,670156,641487,668227,677594,686527,"53.38",0.481,0.9592121212121212,"2",1,0,3,6,45,3,"Split-Finger",2,5,2,5,5,4,4,5,"Standard","Standard",270,"0.197","2.241","74.6","7.8",1.886,"-2.241","101.3",-3,-3,0.16,0.16,28,30,28,31,3,2,6,1,5,1,"3.19","0.66","0.66","32.5",17.420870760866727,-22.441884109874106,32.9663830138048,32.30174592261571,46.41150041423192
"SL","2025-08-06","86.8","-1.62","5.56","Happ, Ian",664023,691172,"home_run","hit_into_play",,,,,13,"Ian Happ homers (16) on a line drive to left center field.","R","L","R","CHC","CIN","X",,"line_drive",1,1,2025,"0.35","-0.18",-0.8530588986038123,2.4906763943889825,,,,1,8,"Bot",54.97,70.35,,,,,1.1170004986689313,-126.43954557819616,-0.8342576811827647,3.5507891428398586,24.67108369051278,-34.14035633453253,3.57,1.6,363,"101.3",22,"86.4",2708,"5.9",776847,663886,668715,666158,663647,682829,641584,670770,682622,"54.62",0.39,0.6398260869565217,"2",1,0,3,5,61,3,"Slider",4,0,4,0,0,5,5,0,"Standard","Standard",48,"0.007","1.593","77.4","6.4",1.178,"-1.593","101.3",4,4,0.987,0.987,27,30,27,31,1,3,94,1,1,2,"3.19","-0.35","0.35","24.8",4.087124630876494,9.512940958157962,29.23475266618656,44.570381344057026,25.346120888082076
"FF","2025-05-17","93.1","2.5","5.7","Meidroth, Chase",805367,571510,"home_run","hit_into_play",,,,,12,"Chase Meidroth homers (1) on a fly ball to left field.","R","R","L","CHC","CWS","X",,"fly_ball",1,1,2025,"0.89","1.13",0.09151906971664647,3.483869280743739,,,,0,1,"Top",40.2,77.07,,,,,-8.135033309793819,-135.27341964576442,-2.3422269879825826,12.781455502414829,31.87969432682248,-18.033576704797916,3.05,1.44,368,"101.2",35,"92.7",2355,"6.3",777881,665804,683737,663538,660644,621020,673548,691718,663656,"54.21",0.473,0.9493636363636365,"2",1,0,3,5,1,3,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Standard","Standard",128,"-0.097","1.123","68.9","6.6",1.857,"-1.123","101.2",0,0,0.501,0.499,34,23,34,24,1,0,6,1,6,1,"1.52","0.89","-0.89","23.9",14.323714699371052,-10.197577984380072,15.958798021045622,36.6081352904925,36.649254702287166
"FF","2025-09-25","91.3","2.34","5.42","Baty, Brett",683146,684007,"home_run","hit_into_play",,,,,1,"Brett Baty homers (18) on a fly ball to left field. Brandon Nimmo scores. Luis Torrens scores.","R","L","L","CHC","NYM","X",,"fly_ball",0,1,2025,"0.97","1.44",-0.3598761439460312,3.2233703718081013,,607043,620443,1,4,"Top",34.7,89.56,,,,,-8.840438490577272,-132.71268631141368,-2.7193459348435676,13.431864969061104,29.563660928096304,-14.741650206549547,3.67,1.67,371,"101.2",29,"90.7",2342,"6.1",776187,608348,683737,663538,807713,621020,664023,691718,673548,"54.42",0.561,1.097,"2",1,0,3,6,28,2,"4-Seam Fastball",0,3,3,0,6,0,6,0,"Standard","Standard",140,"-0.116","1.227","73.6","6.9",2.143,"-1.227","101.2",-3,3,0.169,0.831,31,25,32,26,2,1,6,2,6,1,"1.3","0.97","0.97","35.8",4.628249212354599,17.736619398307315,28.89866694093756,45.45894584845475,21.389466679399703
"SI","2025-04-23","94","-2.28","5.61","Crow-Armstrong, Pete",691718,663562,"home_run","hit_into_play",,,,,14,"Pete Crow-Armstrong homers (5) on a fly ball to left center field. Dansby Swanson scores. Nico Hoerner scores.","R","L","R","CHC","LAD","X",,"fly_ball",2,0,2025,"-1.46","0.5",0.29312014630728456,1.2962477006050597,,621020,663538,1,4,"Bot",80.31,58.03,,,,,9.786078163714954,-136.5365879965303,-6.51120551872135,-20.40005335463586,28.615835734060365,-24.685145033601632,3.15,1.52,367,"101.1",32,"93.2",2246,"5.8",778205,605131,518692,669242,500743,605141,624424,681624,606192,"54.67",0.484,0.9436250000000002,"2",1,0,3,6,32,3,"Sinker",0,2,0,2,2,3,3,2,"Standard","Standard",239,"0.274","1.093","76.3","7.6",1.867,"-1.093","101.1",-2,-2,0.39,0.39,28,23,28,23,1,1,1,1,2,2,"2.08","1.46","-1.46","25.3",13.034908977406973,-5.040684812014814,46.021031393474146,33.60016052213211,32.65568939930496
"FF","2025-04-05","85.5","-2.34","3.93","Kelly, Carson",608348,689690,"home_run","hit_into_play",,,,,11,"Carson Kelly homers (2) on a fly ball to left center field. Nico Hoerner scores. Matt Shaw scores.","R","R","R","CHC","SD","X",,"fly_ball",1,2,2025,"-1.16","1.3",-0.8862975557953698,2.603397340625013,,663538,807713,2,6,"Bot",55.68,69.39,,,,,5.913833686303846,-124.35451867465763,0.6227041699030158,-13.300386341163726,27.606007417862337,-19.187432065966142,3.35,1.68,365,"101.1",37,"86.8",2355,"7.4",778450,553869,650333,630105,592518,593428,663604,701538,665487,"53.11",0.34,0.67435,"2",1,0,3,5,59,4,"4-Seam Fastball",4,0,4,0,0,7,7,0,"Standard","Standard",236,"0.045","1.754","71.4","6.9",1.339,"-1.754","101.1",4,4,0.947,0.947,27,30,27,31,1,3,1,3,3,1,"1.85","1.16","1.16","1.6",15.957619341481008,-16.9771183979865,32.890956769487374,29.22710080425604,35.6323650735234
"SL","2025-07-23","83.8","-1.56","5.63","Pasquantino, Vinnie",686469,607067,"home_run","hit_into_play",,,,,8,"Vinnie Pasquantino homers (17) on a fly ball to right center field. Maikel Garcia scores.","R","L","R","CHC","KC","X",,"fly_ball",3,2,2025,"0.52","-0.21",0.23040230482560686,2.189986417359644,,672580,,1,5,"Top",184.25,46.28,,,,,3.133258397908333,-122.08735534081175,-1.144035770530009,4.61933486085626,23.994992971734952,-34.283505538273495,3.55,1.64,414,"100.9",27,"84.4",2139,"6.6",777031,624512,683737,663538,807713,621020,664023,691718,673548,"53.88",0.562,1.053936170212766,"2",1,0,3,6,39,7,"Slider",2,4,4,2,6,2,6,2,"Standard","Standard",119,"-0.119","1.273","74.1","7.4",2.057,"-1.273","100.9",-2,2,0.231,0.769,34,27,35,28,3,2,5,2,6,3,"3.45","-0.52","0.52","32.5",6.602356532974963,-14.940010634870704,34.07791010988338,37.137468822685605,32.95631957465419
"CH","2025-09-05","88","-2.35","5.75","McGuire, Reese",624512,663623,"home_run","hit_into_play",,,,,5,"Reese McGuire homers (8) on a fly ball to right center field.","R","L","R","CHC","WSH","X",,"fly_ball",1,2,2025,"-1.7","0.26",0.19170652590461845,2.213792222246414,,,,0,2,"Bot",203.01,63.98,,,,,9.76565622657109,-127.68921823260807,-2.9426193409644137,-20.673572185700174,29.22877940194438,-28.863101687304674,3.3,1.62,384,"100.9",31,"88.1",2258,"6.7",776455,656180,665953,671277,691781,682928,695578,690987,695734,"53.75",0.528,1.0415897435897434,"2",1,0,3,6,16,5,"Changeup",5,0,5,0,0,6,6,0,"Infield shade","Standard",239,"0.031","1.184","72.5","8.5",2.055,"-1.184","100.9",5,5,0.917,0.917,28,30,28,30,1,0,6,2,5,3,"2.73","1.7","-1.7","24.9",14.22827414323077,-13.768638741712845,35.849373697831965,,
"CH","2025-04-23","78.6","2.34","5.59","Pages, Andy",681624,571510,"home_run","hit_into_play",,,,,5,"Andy Pages homers (4) on a fly ball to left field.","R","R","L","CHC","LAD","X",,"fly_ball",1,1,2025,"1.24","0.68",-0.22125924361779803,2.4211813878808637,,,,1,6,"Top",39.21,73.35,,,,,-7.830078142528037,-114.27167194371138,-1.2910587549288237,12.280175182872457,20.702883697987133,-26.159663938493978,3.51,1.64,377,"100.9",36,"78.6",1782,"6.3",778205,608348,683737,663538,542932,621020,664023,691718,663656,"54.22",0.396,0.7809565217391302,"2",1,0,3,5,50,3,"Changeup",7,5,5,7,6,7,6,7,"Standard","Standard",126,"-0.115","1.593","76.2","8.5",1.543,"-1.593","100.9",2,-2,0.811,0.18899999999999995,34,24,34,25,3,2,7,1,7,2,"3.01","1.24","-1.24","30.9",24.66865215897428,-11.85820351285229,39.765027583746345,35.62888555459405,44.21576581452537
"CU","2025-07-19","76.1","2.06","5.52","Crow-Armstrong, Pete",691718,669684,"home_run","hit_into_play",,,,,5,"Pete Crow-Armstrong homers (26) on a fly ball to right field.","R","L","L","CHC","BOS","X",,"fly_ball",0,1,2025,"-1.15","-1.33",-0.13863008537909116,2.400308364615867,,,,0,8,"Bot",230.55,81.36,,,,,-2.5488257096692957,-110.63284615625327,2.953103190032777,-8.867432881984932,21.267771138129593,-43.82840258230828,3.14,1.49,387,"100.8",32,"75.7",2496,"6.2",777096,657136,647351,678882,608324,596115,701350,680776,677800,"54.27",0.484,0.9436250000000002,"2",1,0,3,6,61,2,"Curveball",4,0,4,0,0,5,5,0,"Strategic","Strategic",322,"0.007","1.154","71.9","7.6",1.867,"-1.154","100.8",4,4,0.988,0.988,27,23,27,23,1,3,8,1,3,1,"5.3","-1.15","-1.15","46.6",19.775088501080532,-13.847152737459405,27.111951959090145,38.417583453073526,50.97601004761815
